Gender,Residential_Pincode,Annual_Income_INR,CIBIL_Score,Employment_Gap,Device_OS,Loan_Status
Female,580023,1392470.0,797.0,False,Android,0
Male,560038,317511.0,841.0,True,Android,1
Female,560038,2809140.0,870.0,True,iOS,0
Female,581101,3283400.0,383.0,False,Android,0
Female,560008,2513317.0,576.0,False,iOS,0
Female,582101,3293935.0,,False,Android,0
Female,581101,3340464.0,455.0,True,iOS,0
Male,560038,,389.0,False,iOS,0
Female,581101,3434288.0,750.0,False,Android,0
Female,580023,2086384.0,454.0,False,iOS,1
Female,581101,1582816.0,643.0,False,iOS,0
Female,581101,1982928.0,512.0,True,Android,0
Female,560038,2825581.0,743.0,True,iOS,0
Female,570001,1136640.0,735.0,True,iOS,0
Female,560038,2453099.0,579.0,True,iOS,1
Female,560038,3492514.0,596.0,False,iOS,1
Male,560067,1645465.0,706.0,False,Android,0
Female,582101,2895003.0,336.0,False,Android,1
Female,560038,868246.0,349.0,False,Android,0
Male,560038,,681.0,False,iOS,0
Male,560067,1442454.0,481.0,False,iOS,1
Female,581101,3174201.0,755.0,True,iOS,0
Female,560067,,311.0,False,iOS,0
Male,580023,3449461.0,874.0,True,iOS,0
Male,560008,2307294.0,656.0,False,Android,0
Male,560008,866115.0,580.0,True,iOS,0
Male,581101,2132083.0,737.0,True,iOS,0
Male,580023,1882557.0,623.0,False,Android,1
Female,582101,2161235.0,410.0,False,Android,0
Male,581101,2409356.0,579.0,True,iOS,1
Female,582101,1151403.0,458.0,False,iOS,0
Male,570001,1609445.0,495.0,True,Android,0
Male,570001,2080411.0,421.0,False,iOS,1
Male,582101,602810.0,666.0,True,Android,0
Male,570001,1609865.0,357.0,True,Android,0
Female,560067,624449.0,509.0,True,Android,1
Male,581101,1951479.0,351.0,True,Android,1
Male,560067,737993.0,696.0,True,iOS,1
Male,560038,1453300.0,661.0,False,iOS,1
Male,581101,594293.0,891.0,True,Android,0
Male,560008,1484305.0,888.0,True,iOS,1
Female,560008,2680259.0,690.0,True,iOS,1
Female,580023,960186.0,496.0,True,Android,1
Female,560038,652484.0,456.0,True,Android,1
Male,560038,2474348.0,,False,Android,0
Male,560008,1767433.0,627.0,False,iOS,0
Male,581101,2527194.0,710.0,False,iOS,1
Female,560038,2534317.0,612.0,False,iOS,0
Male,560038,2532631.0,788.0,True,iOS,0
Male,580023,2485095.0,521.0,False,Android,1
Male,582101,,866.0,False,Android,0
Male,560067,3099168.0,633.0,False,iOS,0
Male,582101,402794.0,703.0,True,Android,0
Male,582101,2453323.0,303.0,True,iOS,0
Female,570001,2516753.0,477.0,True,iOS,0
Male,580023,900911.0,582.0,True,iOS,0
Female,560001,3456383.0,512.0,False,iOS,0
Female,560001,1551032.0,620.0,False,iOS,1
Male,560038,1475371.0,770.0,True,Android,1
Female,582101,1324987.0,862.0,True,Android,1
Female,570001,662692.0,708.0,True,iOS,0
Female,570001,1663376.0,322.0,True,Android,0
Male,582101,2380414.0,715.0,False,iOS,0
Female,582101,1720172.0,601.0,False,iOS,0
Female,560067,1211224.0,503.0,False,iOS,0
Female,560001,632901.0,329.0,True,Android,0
Male,580023,2522835.0,479.0,True,Android,0
Female,560067,1322636.0,664.0,False,Android,1
Female,560038,1454258.0,454.0,True,iOS,0
Female,582101,2995967.0,,True,Android,0
Female,560008,1852044.0,364.0,False,iOS,0
Male,560038,1267429.0,691.0,True,Android,0
Female,560001,3334993.0,801.0,False,Android,1
Male,560008,417814.0,356.0,False,iOS,0
Male,570001,,674.0,False,Android,1
Female,560067,1039871.0,449.0,False,Android,0
Male,560038,1208744.0,399.0,False,iOS,0
Female,570001,,,False,iOS,0
Male,560008,1748669.0,601.0,True,Android,0
Female,560008,3432587.0,620.0,True,iOS,0
Male,570001,475622.0,317.0,True,iOS,1
Male,582101,569883.0,585.0,False,iOS,0
Male,560008,487136.0,805.0,False,iOS,0
Female,582101,743920.0,,False,Android,0
Female,582101,987609.0,597.0,True,iOS,0
Male,580023,2496871.0,769.0,True,iOS,1
Male,560001,973668.0,,False,iOS,1
Male,582101,1689791.0,485.0,False,Android,0
Male,581101,3047108.0,516.0,False,iOS,0
Female,570001,1382275.0,616.0,True,Android,0
Male,560008,2498542.0,627.0,True,Android,0
Female,560038,1886548.0,583.0,False,iOS,1
Male,560008,1212334.0,,False,iOS,1
Female,570001,1679146.0,399.0,False,Android,1
Male,581101,823715.0,692.0,False,Android,0
Female,580023,,394.0,False,Android,1
Female,580023,1199070.0,454.0,False,Android,1
Female,581101,1804980.0,,False,Android,1
Female,560067,631650.0,663.0,True,iOS,0
Female,560038,3209610.0,799.0,True,iOS,0
Female,560067,2683844.0,,False,Android,1
Male,570001,1539732.0,789.0,False,Android,0
Female,580023,1526283.0,559.0,False,iOS,0
Male,581101,3371595.0,,True,iOS,0
Male,560038,985993.0,,False,Android,0
Female,560038,,671.0,False,Android,0
Female,580023,3081660.0,,False,iOS,0
Female,580023,1954314.0,687.0,False,Android,0
Male,581101,2591795.0,855.0,False,iOS,1
Female,570001,320370.0,855.0,True,Android,0
Female,560001,2707869.0,715.0,True,iOS,0
Female,560001,2997647.0,815.0,True,Android,0
Female,560067,,770.0,False,Android,0
Female,560008,3033600.0,867.0,True,iOS,0
Male,581101,1285743.0,418.0,True,Android,1
Female,582101,2150444.0,349.0,False,Android,1
Female,581101,3417014.0,850.0,False,iOS,0
Male,581101,419238.0,507.0,True,iOS,0
Female,582101,3228657.0,724.0,False,iOS,0
Female,570001,949123.0,549.0,True,Android,0
Male,560001,3476120.0,818.0,True,iOS,1
Female,570001,2923217.0,724.0,False,Android,0
Female,560008,322256.0,660.0,True,iOS,1
Male,580023,2950838.0,356.0,True,Android,1
Female,560008,2407357.0,737.0,False,Android,0
Female,582101,3257442.0,637.0,False,iOS,0
Female,560067,3349258.0,866.0,True,Android,0
Female,560067,2756283.0,749.0,False,Android,0
Female,580023,2751959.0,773.0,True,Android,0
Female,581101,1370175.0,867.0,False,Android,1
Male,560038,2326062.0,372.0,True,Android,1
Male,581101,480369.0,306.0,True,Android,1
Female,560001,2736870.0,368.0,False,Android,0
Male,560038,2526270.0,824.0,True,iOS,0
Male,560067,1429651.0,598.0,False,Android,0
Female,582101,2247299.0,524.0,True,Android,0
Female,570001,3336258.0,556.0,True,Android,0
Male,560038,1496550.0,433.0,False,Android,0
Female,581101,1670339.0,618.0,True,Android,0
Female,560001,2248884.0,517.0,False,iOS,1
Female,580023,1506246.0,437.0,True,iOS,0
Female,570001,2553018.0,456.0,False,Android,0
Female,560008,905187.0,443.0,True,iOS,0
Male,581101,2152941.0,887.0,True,iOS,0
Female,581101,867286.0,516.0,True,iOS,1
Female,580023,2514078.0,640.0,True,iOS,1
Female,582101,1391962.0,353.0,False,Android,0
Female,560067,3426105.0,501.0,False,Android,1
Male,570001,2772647.0,340.0,False,iOS,0
Female,581101,580135.0,887.0,False,iOS,0
Female,560008,3348033.0,567.0,True,Android,1
Female,560067,1742184.0,474.0,True,Android,1
Male,560008,3240034.0,396.0,True,Android,1
Female,560001,2204562.0,580.0,True,iOS,0
Female,560038,1415862.0,645.0,True,iOS,0
Male,560038,670176.0,534.0,False,iOS,0
Female,581101,,694.0,True,iOS,1
Male,580023,2437566.0,736.0,True,Android,1
Male,580023,551492.0,326.0,True,iOS,0
Male,570001,1083958.0,790.0,False,Android,0
Female,560008,352917.0,603.0,True,Android,0
Female,581101,,,True,iOS,0
Female,560008,3032704.0,752.0,True,iOS,0
Female,560001,,600.0,False,Android,0
Male,570001,633924.0,468.0,True,Android,0
Male,580023,1513921.0,758.0,False,iOS,0
Male,560001,549472.0,643.0,False,Android,0
Male,581101,473189.0,532.0,False,iOS,0
Female,580023,719686.0,824.0,False,Android,0
Male,560001,1263562.0,485.0,False,iOS,1
Female,570001,3221346.0,410.0,False,Android,0
Male,560038,2593926.0,845.0,True,Android,1
Female,581101,619225.0,334.0,False,Android,1
Male,580023,3239068.0,554.0,True,Android,0
Female,570001,2917780.0,698.0,False,iOS,0
Female,560067,1161254.0,646.0,True,iOS,0
Male,560067,947025.0,583.0,False,iOS,0
Female,570001,,330.0,True,Android,1
Female,560067,1284796.0,542.0,False,Android,0
Female,560038,2071287.0,358.0,False,iOS,1
Male,560008,2315648.0,839.0,True,Android,1
Male,560067,3234056.0,745.0,True,iOS,1
Male,570001,,475.0,False,Android,0
Male,560008,,545.0,False,Android,0
Male,560038,2756851.0,459.0,False,Android,0
Male,560001,3007395.0,357.0,True,Android,0
Male,581101,1001372.0,798.0,False,Android,1
Female,581101,1664455.0,,True,Android,0
Male,560067,1109600.0,675.0,False,iOS,1
Female,560008,3288628.0,599.0,True,iOS,0
Male,560038,,557.0,True,Android,0
Male,560008,1323307.0,,True,Android,1
Male,582101,408716.0,836.0,True,iOS,0
Male,580023,1557776.0,556.0,False,Android,1
Female,560008,2040837.0,496.0,True,Android,0
Female,560067,393162.0,717.0,False,iOS,0
Female,570001,1903263.0,748.0,False,iOS,0
Female,580023,2608786.0,506.0,True,iOS,1
Female,560038,2255572.0,615.0,False,iOS,0
Female,560008,1033739.0,864.0,True,Android,1
Male,580023,1485078.0,828.0,False,Android,0
Male,560067,1112731.0,377.0,False,iOS,0
Male,560008,2436646.0,698.0,False,Android,0
Male,560008,1215842.0,330.0,False,iOS,0
Male,582101,1469996.0,452.0,True,Android,0
Male,570001,1342694.0,653.0,False,Android,1
Female,570001,3434955.0,759.0,True,iOS,0
Female,560008,2865652.0,684.0,False,iOS,1
Male,580023,2910301.0,799.0,False,Android,1
Female,560067,2529994.0,797.0,True,Android,1
Male,560008,2644079.0,,False,iOS,1
Male,560067,2941851.0,406.0,False,Android,1
Male,582101,,,False,Android,0
Male,560008,3145947.0,615.0,False,iOS,1
Male,560038,1349503.0,373.0,False,iOS,0
Male,560067,1297022.0,738.0,True,Android,0
Female,581101,1563830.0,612.0,False,iOS,1
Male,582101,1477353.0,366.0,False,iOS,0
Male,560067,1524272.0,547.0,False,iOS,1
Female,560001,2584112.0,419.0,False,Android,0
Male,560067,1652563.0,758.0,True,iOS,1
Female,560038,1786233.0,,True,iOS,1
Male,560067,1742883.0,321.0,False,Android,0
Male,560001,1988536.0,849.0,False,iOS,1
Male,560038,3110326.0,,True,Android,1
Male,560038,2908830.0,801.0,False,Android,0
Female,580023,1018312.0,731.0,True,Android,1
Female,560008,2704908.0,432.0,False,Android,0
Male,560067,2093561.0,,True,Android,1
Male,560067,2953460.0,333.0,True,Android,1
Female,560001,1933871.0,715.0,True,iOS,0
Female,582101,1860908.0,732.0,False,iOS,0
Male,560038,2630793.0,741.0,True,iOS,1
Female,582101,,649.0,True,Android,0
Male,580023,1126290.0,523.0,True,Android,0
Female,560067,2845909.0,691.0,False,iOS,0
Male,580023,1868204.0,403.0,False,iOS,0
Female,560067,679959.0,,False,Android,0
Female,560067,2162108.0,467.0,True,Android,0
Female,582101,,826.0,True,Android,0
Male,570001,1606402.0,638.0,True,Android,0
Male,560038,3329911.0,739.0,True,Android,0
Male,581101,1389649.0,656.0,False,iOS,0
Male,582101,3298211.0,670.0,False,Android,0
Female,580023,1481635.0,,False,Android,0
Female,582101,708378.0,626.0,False,iOS,0
Male,580023,1203877.0,422.0,False,Android,0
Male,560067,3126991.0,809.0,False,iOS,1
Male,560008,2793551.0,642.0,False,Android,0
Female,580023,2950258.0,708.0,True,iOS,0
Female,560001,2238095.0,678.0,False,Android,0
Male,582101,2170614.0,352.0,True,Android,1
Female,560038,2371523.0,897.0,True,Android,0
Female,560067,356635.0,856.0,False,iOS,0
Female,560008,666407.0,825.0,False,iOS,0
Female,581101,395975.0,357.0,True,Android,0
Female,560001,2628392.0,475.0,True,iOS,0
Male,582101,1327615.0,622.0,True,iOS,0
Female,560067,1044230.0,867.0,True,Android,0
Male,580023,537371.0,341.0,False,Android,0
Female,570001,384737.0,815.0,True,iOS,0
Male,560038,2248543.0,703.0,False,Android,1
Male,560067,1660519.0,610.0,False,Android,0
Female,570001,2501683.0,,True,iOS,0
Female,560001,3436590.0,539.0,True,Android,0
Female,570001,2438075.0,388.0,False,Android,0
Male,560008,1183368.0,401.0,True,Android,0
Female,582101,919489.0,348.0,True,Android,0
Male,560038,3425761.0,699.0,True,Android,0
Female,582101,2634655.0,730.0,False,iOS,0
Male,560067,2054705.0,871.0,False,Android,1
Male,580023,3361673.0,827.0,False,iOS,0
Female,582101,1277752.0,453.0,False,iOS,0
Female,560067,935760.0,329.0,False,iOS,0
Female,560001,1594306.0,709.0,True,iOS,1
Female,560038,580485.0,311.0,True,iOS,1
Female,560067,1123749.0,616.0,False,iOS,1
Female,560001,,900.0,False,iOS,1
Female,580023,2299733.0,650.0,False,iOS,0
Male,570001,2336130.0,793.0,True,iOS,1
Male,582101,998719.0,683.0,True,iOS,0
Male,560067,749694.0,689.0,True,Android,0
Male,580023,2911545.0,687.0,False,Android,0
Female,560067,1148824.0,576.0,False,Android,0
Female,560067,623932.0,450.0,True,Android,0
Female,560008,2097711.0,408.0,True,iOS,0
Male,580023,835857.0,546.0,False,iOS,1
Female,570001,2457985.0,862.0,False,Android,0
Female,560001,2699846.0,688.0,True,iOS,0
Female,560038,1564708.0,804.0,True,iOS,1
Female,560001,1669975.0,440.0,False,Android,0
Female,560001,519579.0,869.0,True,iOS,0
Male,560038,2191037.0,498.0,True,Android,0
Male,560067,2131876.0,619.0,True,Android,0
Male,570001,2989821.0,717.0,True,Android,0
Male,580023,1945476.0,564.0,True,iOS,0
Female,580023,2458056.0,884.0,True,iOS,0
Female,560038,2921686.0,771.0,True,iOS,0
Male,581101,435957.0,364.0,False,Android,1
Male,580023,1593098.0,458.0,True,Android,0
Female,580023,452224.0,318.0,False,Android,0
Female,560038,634017.0,837.0,False,iOS,0
Female,560001,,871.0,True,Android,0
Female,582101,1618387.0,799.0,True,iOS,0
Male,581101,3157960.0,737.0,False,Android,1
Female,560038,1488109.0,883.0,False,Android,1
Female,560067,914817.0,637.0,False,Android,0
Female,560008,3269976.0,,True,Android,1
Female,560008,612770.0,514.0,True,iOS,0
Female,580023,1085141.0,578.0,False,Android,0
Male,570001,2157637.0,871.0,True,Android,0
Female,582101,2793571.0,,True,iOS,0
Male,581101,946180.0,494.0,True,Android,1
Female,560038,,370.0,False,Android,0
Female,570001,1195756.0,806.0,False,iOS,1
Female,560038,2922233.0,647.0,True,Android,0
Male,580023,1767117.0,813.0,False,Android,0
Male,582101,1030171.0,639.0,False,iOS,1
Male,582101,919400.0,362.0,True,Android,0
Male,582101,1796648.0,646.0,False,iOS,1
Female,581101,745739.0,735.0,True,iOS,0
Female,570001,1074840.0,435.0,True,iOS,1
Female,581101,1985615.0,830.0,False,iOS,1
Female,582101,2990392.0,821.0,True,Android,1
Male,581101,2769466.0,424.0,False,iOS,0
Male,560001,2822939.0,544.0,False,Android,1
Male,581101,1274701.0,851.0,True,iOS,0
Female,560038,3167264.0,860.0,True,Android,1
Male,560001,1829508.0,366.0,False,iOS,0
Female,560008,3014218.0,,True,Android,0
Male,580023,2732781.0,611.0,False,iOS,1
Female,582101,2897841.0,587.0,True,Android,0
Female,580023,3171367.0,544.0,False,Android,0
Female,560067,847466.0,478.0,True,Android,0
Male,560008,859843.0,588.0,False,Android,1
Female,580023,2430064.0,321.0,True,Android,0
Male,560067,1035477.0,497.0,False,iOS,1
Male,582101,652093.0,764.0,False,Android,0
Female,581101,1892242.0,377.0,True,Android,0
Female,580023,2799102.0,829.0,True,iOS,0
Female,560008,1551082.0,563.0,True,iOS,1
Female,580023,2476470.0,370.0,True,iOS,0
Female,560008,2162224.0,734.0,False,iOS,1
Female,581101,1569095.0,684.0,False,Android,0
Male,560001,1824556.0,528.0,False,Android,0
Male,580023,1425232.0,425.0,False,Android,1
Female,581101,744086.0,637.0,True,iOS,0
Male,580023,,699.0,True,iOS,0
Male,560067,337206.0,300.0,False,iOS,0
Female,580023,757732.0,387.0,True,Android,0
Male,560038,1311245.0,765.0,False,iOS,0
Male,560001,,312.0,True,iOS,1
Female,581101,2991539.0,759.0,False,Android,0
Female,560008,3212334.0,,True,Android,0
Male,560067,654091.0,421.0,False,iOS,1
Male,560008,1881943.0,746.0,True,Android,1
Female,581101,2126149.0,560.0,False,Android,1
Male,560001,317373.0,533.0,False,Android,0
Female,560001,2984612.0,476.0,False,iOS,1
Male,570001,1074615.0,304.0,False,Android,0
Female,560038,2805809.0,465.0,True,Android,0
Male,582101,2653178.0,507.0,True,iOS,0
Female,560008,2978251.0,326.0,True,Android,0
Male,580023,1451806.0,852.0,True,iOS,0
Female,580023,3271597.0,433.0,False,iOS,1
Male,581101,949800.0,598.0,True,Android,0
Male,560067,2893343.0,834.0,True,iOS,1
Male,570001,820771.0,,True,iOS,0
Female,580023,2591022.0,627.0,True,Android,0
Male,570001,675183.0,718.0,True,iOS,0
Female,560008,1957052.0,842.0,False,Android,1
Female,582101,2697808.0,563.0,True,Android,0
Male,560038,2167395.0,603.0,True,iOS,0
Male,580023,1825703.0,496.0,False,Android,0
Male,560038,1155771.0,449.0,False,iOS,0
Male,560067,1337773.0,744.0,False,iOS,1
Male,560001,807872.0,404.0,True,iOS,1
Male,570001,2104178.0,455.0,False,iOS,0
Male,560038,482038.0,679.0,False,iOS,1
Female,560008,2310565.0,425.0,True,iOS,0
Female,560067,1726631.0,526.0,True,iOS,0
Female,560001,405381.0,551.0,True,iOS,1
Female,560067,3428924.0,613.0,True,iOS,0
Male,580023,1280720.0,475.0,True,iOS,0
Female,560008,302579.0,728.0,True,Android,1
Male,560008,2704764.0,600.0,True,iOS,0
Female,560001,2414433.0,731.0,True,Android,0
Female,580023,3204580.0,352.0,False,iOS,0
Male,570001,1865134.0,654.0,True,iOS,1
Male,560001,379862.0,395.0,False,Android,0
Male,582101,415210.0,317.0,True,iOS,1
Female,560038,800489.0,550.0,True,iOS,0
Male,570001,2356757.0,319.0,True,iOS,0
Male,570001,2510247.0,813.0,True,Android,0
Male,570001,2273622.0,578.0,False,iOS,0
Female,560067,2995390.0,423.0,True,iOS,1
Female,560067,3019434.0,855.0,False,Android,1
Female,560001,3317801.0,372.0,False,iOS,1
Male,560038,2034102.0,439.0,True,iOS,0
Female,582101,2993691.0,831.0,True,iOS,0
Male,582101,2553355.0,742.0,True,Android,0
Female,580023,409434.0,302.0,True,Android,0
Female,581101,3084977.0,761.0,False,Android,1
Male,560038,386166.0,334.0,True,Android,0
Female,560008,2441947.0,772.0,True,Android,0
Male,582101,3060006.0,323.0,True,Android,0
Male,581101,2149786.0,407.0,False,iOS,0
Female,580023,2798295.0,828.0,True,iOS,0
Female,560001,2276487.0,,False,Android,1
Male,560001,1519657.0,407.0,True,iOS,0
Female,560038,3477346.0,779.0,True,iOS,0
Male,560038,2933450.0,807.0,True,Android,1
Male,560001,1964155.0,575.0,False,Android,0
Female,570001,1715202.0,735.0,True,Android,0
Female,560001,2857127.0,442.0,True,Android,0
Male,560038,637716.0,311.0,False,Android,1
Male,560001,1838239.0,425.0,True,iOS,0
Female,580023,1483107.0,332.0,True,Android,0
Male,560008,507873.0,769.0,True,iOS,1
Male,570001,1562116.0,811.0,True,Android,1
Male,582101,486455.0,692.0,True,Android,0
Male,560067,2092729.0,633.0,False,iOS,0
Female,582101,1379934.0,431.0,True,iOS,0
Male,582101,1671038.0,876.0,True,iOS,0
Male,580023,1942138.0,794.0,True,Android,0
Female,580023,2237349.0,656.0,True,iOS,0
Female,560067,610686.0,793.0,False,Android,0
Female,560001,2153431.0,426.0,True,iOS,0
Male,560001,1915268.0,504.0,False,iOS,0
Female,560001,928186.0,517.0,True,Android,0
Female,560008,1452372.0,435.0,True,iOS,0
Male,560008,2547454.0,306.0,False,Android,0
Male,570001,3000010.0,587.0,True,iOS,0
Male,560038,646455.0,865.0,False,iOS,1
Female,580023,2562275.0,708.0,True,iOS,1
Female,580023,2083759.0,777.0,True,iOS,0
Female,570001,2304495.0,437.0,True,Android,0
Male,582101,2160155.0,408.0,True,iOS,0
Female,560038,3423395.0,753.0,True,Android,1
Male,582101,,350.0,True,Android,0
Male,580023,1863843.0,481.0,True,iOS,0
Male,560001,636037.0,337.0,False,iOS,0
Male,560008,919835.0,686.0,True,Android,0
Male,560001,,631.0,False,iOS,0
Male,560001,422610.0,805.0,False,iOS,0
Female,560008,2718621.0,584.0,True,iOS,0
Female,560008,2274208.0,414.0,True,iOS,0
Male,560008,993891.0,793.0,False,iOS,1
Female,581101,2544880.0,665.0,False,iOS,0
Male,570001,1255822.0,,False,Android,0
Male,570001,3444547.0,642.0,True,Android,0
Female,560008,2399266.0,786.0,True,Android,0
Female,560001,405345.0,758.0,False,iOS,1
Female,560008,2790814.0,502.0,False,iOS,1
Male,582101,3034634.0,397.0,False,iOS,0
Female,580023,1534287.0,507.0,True,Android,0
Male,560008,3216506.0,793.0,True,Android,0
Male,580023,1175057.0,542.0,False,iOS,0
Male,581101,3372270.0,620.0,False,iOS,0
Female,560067,2572619.0,736.0,True,Android,0
Male,581101,3413961.0,304.0,True,iOS,0
Male,582101,,774.0,True,Android,0
Male,560008,455495.0,373.0,True,iOS,1
Female,560001,1938860.0,831.0,True,iOS,1
Female,580023,3078991.0,637.0,True,Android,0
Male,560001,3048926.0,737.0,False,Android,1
Female,582101,3317880.0,385.0,False,iOS,0
Male,582101,2983935.0,568.0,True,iOS,0
Female,560008,3452741.0,853.0,True,Android,0
Female,581101,3076962.0,621.0,True,iOS,0
Female,580023,1799725.0,669.0,False,iOS,0
Female,582101,335945.0,872.0,False,Android,0
Male,560001,378125.0,377.0,False,iOS,0
Male,560001,332685.0,837.0,True,Android,1
Female,580023,1268653.0,525.0,False,iOS,0
Female,560038,2526427.0,341.0,False,iOS,0
Male,560008,1059456.0,812.0,False,iOS,1
Male,560008,1933219.0,355.0,False,Android,0
Female,580023,3006132.0,647.0,False,iOS,0
Female,581101,2716776.0,353.0,False,Android,0
Female,580023,2394688.0,681.0,False,Android,1
Female,581101,897339.0,544.0,True,iOS,0
Female,581101,1782128.0,311.0,True,Android,0
Female,582101,3469700.0,409.0,False,iOS,0
Female,580023,1099459.0,308.0,True,iOS,0
Female,580023,573908.0,730.0,False,iOS,0
Male,560038,2372062.0,716.0,False,iOS,1
Female,570001,1857242.0,,True,Android,0
Male,580023,,885.0,True,Android,0
Female,560008,2067820.0,862.0,True,iOS,0
Male,570001,487566.0,881.0,False,Android,1
Male,560008,343798.0,829.0,True,iOS,1
Male,580023,1832580.0,644.0,False,iOS,0
Female,580023,622348.0,613.0,False,Android,0
Female,560008,3322868.0,646.0,True,Android,0
Female,560067,,691.0,True,iOS,0
Male,581101,1410956.0,869.0,True,Android,0
Female,580023,2699511.0,660.0,False,Android,0
Male,560008,428915.0,622.0,False,iOS,1
Male,560001,3166508.0,526.0,False,iOS,0
Female,580023,2129000.0,886.0,False,Android,1
Female,560038,838433.0,599.0,True,iOS,0
Male,570001,3135365.0,354.0,True,iOS,0
Female,560067,,387.0,False,Android,0
Male,560067,2658155.0,830.0,True,iOS,1
Female,580023,2341806.0,818.0,True,iOS,0
Male,570001,,748.0,True,iOS,1
Female,580023,2289857.0,584.0,False,iOS,1
Female,582101,3117447.0,,True,iOS,1
Male,570001,1933356.0,776.0,True,Android,0
Female,560008,3315758.0,777.0,True,iOS,0
Female,570001,819975.0,900.0,True,iOS,0
Female,570001,2038241.0,341.0,True,Android,1
Female,580023,1327006.0,340.0,False,Android,1
Female,560038,1115127.0,373.0,True,iOS,0
Female,560008,2738826.0,805.0,True,iOS,0
Male,560001,3395678.0,782.0,False,iOS,1
Male,560038,2014627.0,491.0,True,Android,0
Male,560067,2287380.0,407.0,True,Android,0
Female,560008,3388131.0,535.0,False,iOS,0
Female,580023,1799484.0,696.0,True,Android,1
Female,581101,776124.0,333.0,False,iOS,0
Male,580023,1274378.0,316.0,True,Android,0
Female,581101,2228854.0,787.0,True,iOS,1
Female,560001,342633.0,505.0,False,Android,0
Male,582101,440738.0,552.0,False,Android,0
Female,580023,3121013.0,803.0,True,Android,1
Male,560038,989928.0,688.0,True,Android,0
Male,560067,1335603.0,423.0,True,Android,0
Male,581101,436218.0,696.0,False,Android,0
Female,582101,1165841.0,882.0,True,Android,0
Female,582101,1754013.0,798.0,False,iOS,1
Male,580023,2665172.0,884.0,True,Android,1
Male,570001,1627940.0,668.0,True,iOS,0
Male,560067,1678280.0,445.0,False,iOS,0
Female,560008,3012214.0,554.0,False,Android,0
Female,582101,2302782.0,795.0,True,iOS,0
Female,560038,367887.0,730.0,False,Android,0
Male,560001,2438165.0,543.0,False,iOS,0
Male,560001,569677.0,528.0,False,iOS,0
Male,560067,1672298.0,724.0,True,Android,0
Female,580023,1657858.0,867.0,True,iOS,0
Male,560038,305253.0,891.0,False,iOS,0
Female,560038,,540.0,False,iOS,1
Female,560008,3300577.0,540.0,False,Android,0
Female,582101,1670091.0,603.0,False,Android,0
Male,560038,2748330.0,365.0,False,Android,0
Male,581101,1079820.0,480.0,True,Android,1
Male,581101,1595270.0,454.0,False,iOS,0
Female,560008,1991522.0,549.0,False,Android,1
Female,581101,2562674.0,607.0,False,iOS,1
Female,560001,3487692.0,594.0,True,Android,1
Male,560067,,847.0,False,Android,1
Female,560038,1473178.0,439.0,True,iOS,0
Female,582101,942619.0,,True,Android,0
Female,560001,2267562.0,641.0,True,Android,0
Female,560067,923704.0,721.0,False,iOS,1
Male,560038,2365091.0,336.0,False,iOS,0
Male,582101,1203987.0,303.0,False,iOS,0
Male,581101,2914852.0,775.0,True,Android,0
Female,560001,1741206.0,867.0,True,iOS,0
Male,560001,,487.0,True,Android,1
Female,582101,919431.0,395.0,True,iOS,0
Male,580023,2274732.0,851.0,False,Android,0
Male,582101,307138.0,579.0,False,iOS,0
Female,580023,3077091.0,761.0,False,Android,1
Female,560067,3082826.0,419.0,False,iOS,0
Male,560008,3132557.0,632.0,True,iOS,1
Female,560067,2032027.0,,True,Android,0
Male,580023,2550811.0,371.0,False,Android,0
Male,582101,,761.0,True,iOS,1
Female,560008,999453.0,868.0,True,Android,1
Female,580023,2746486.0,863.0,True,Android,0
Female,560008,3496747.0,345.0,True,iOS,0
Female,560008,3020726.0,769.0,True,iOS,0
Female,582101,1168094.0,550.0,False,Android,0
Male,570001,3460712.0,667.0,True,Android,0
Male,581101,743341.0,397.0,True,Android,0
Male,560067,2203657.0,748.0,False,iOS,1
Male,582101,3277178.0,604.0,False,iOS,0
Male,570001,1361708.0,523.0,True,Android,0
Female,580023,401816.0,686.0,True,Android,1
Female,560067,1772034.0,519.0,False,Android,0
Male,560008,2796163.0,449.0,False,iOS,0
Male,580023,1856359.0,791.0,False,iOS,1
Male,580023,2684848.0,846.0,True,iOS,0
Male,560001,3264271.0,842.0,True,Android,0
Female,560038,1455774.0,768.0,True,Android,1
Female,581101,2055883.0,845.0,False,iOS,1
Female,580023,1498110.0,586.0,True,Android,1
Male,560001,1892896.0,788.0,True,iOS,1
Female,580023,1540307.0,477.0,True,Android,0
Male,560038,2805484.0,753.0,False,Android,1
Male,581101,947085.0,474.0,True,Android,0
Male,560008,2627621.0,590.0,True,Android,0
Male,560001,1110810.0,689.0,False,iOS,1
Male,560067,1862332.0,,False,iOS,1
Male,560008,2314640.0,309.0,True,iOS,1
Male,570001,340357.0,883.0,True,Android,0
Male,560067,852106.0,,False,Android,1
Male,560001,1994001.0,833.0,True,Android,1
Female,560008,1089003.0,769.0,False,Android,0
Female,560001,1322296.0,665.0,False,iOS,0
Female,582101,1996639.0,316.0,False,iOS,1
Female,570001,3218178.0,390.0,False,Android,0
Female,581101,878917.0,432.0,False,Android,0
Male,570001,1002382.0,568.0,True,iOS,0
Male,560008,2247844.0,611.0,True,Android,0
Female,560067,707160.0,440.0,False,Android,0
Female,570001,2697703.0,722.0,False,Android,0
Male,560067,2071819.0,312.0,False,iOS,0
